url|name_raw|designer_raw|global_rating|global_rating_count|accords_query_string|perfumers_raw|top_notes_raw|heart_notes_raw|base_notes_raw|vibe_reactions_raw_dist|seasons_raw_dist|time_of_day_raw_dist|longevity_raw_dist|sillage_raw_dist|price_value_raw_dist|gender_voted_raw_dist|reviews_text_corpus
https://www.fragrantica.es/perfume/Narciso-Rodriguez/Narciso-Rodriguez-For-Her-Musc-Nude-88936.html|Narciso Rodriguez For Her Musc Nude Narciso Rodriguez para Mujeres|Narciso Rodriguez|3.79|1,902|/accords-search/||flores blancas, jazmín, pimienta rosa|almizcle, rosa de Damasco, flor de azahar del naranjo|haba tonka, pachulí, cedro||||||||
https://www.fragrantica.com/perfume/Dior/Sauvage-31861.html|Sauvage Dior for men|Dior|3.85|33,362|/accords-search/|Perfumers, François Demachy|Calabrian bergamot, Pepper|Sichuan Pepper, Lavender, Pink Pepper, Vetiver, Patchouli, Geranium, elemi|Ambroxan, Cedar, Labdanum|"{""love"": ""12.9k"", ""like"": ""10.8k"", ""ok"": ""3.4k"", ""dislike"": ""4.5k"", ""hate"": ""1.8k""}"|"{""winter"": ""10k"", ""spring"": ""14.8k"", ""summer"": ""13.8k"", ""fall"": ""13.7k"", ""day"": ""14.7k"", ""night"": ""13.4k""}"|"{""winter"": ""10k"", ""spring"": ""14.8k"", ""summer"": ""13.8k"", ""fall"": ""13.7k"", ""day"": ""14.7k"", ""night"": ""13.4k""}"|||||
