id,url,bottle_image_url,name_raw,designer_raw,global_rating,global_rating_count,top_notes_raw,heart_notes_raw,base_notes_raw,perfumers_raw,seasons_raw_dist,time_of_day_raw_dist,longevity_fixed_dist,sillage_fixed_dist,price_value_fixed_dist,gender_fixed_dist,reviews_text_corpus
df12173f-b354-4257-992b-30cf8113fbd7,https://www.fragrantica.es/perfume/Fragrance-World/Rose-Seduction-Secret-Obsession-105091.html,https://fimgs.net/mdimg/perfume-thumbs/375x500.105091.jpg,Rose Seduction Secret Obsession Fragrance World para Mujeres,Fragrance World,3.67,3,['grosellas negras'],"['peona', 'rosa']","['notas amaderadas', 'almizcle']",[],{},{},"{'débil': '1', 'escasa': '1', 'duradera': '0', 'moderada': '1', 'muy duradera': '0'}","{'suave': '0', 'enorme': '0', 'pesada': '0', 'moderada': '1'}","{'buen precio': '2', 'precio moderado': '1', 'excelente precio': '0', 'ligeramente costoso': '0', 'extremadamente costoso': '0'}","{'unisex': '0', 'femenino': '3', 'masculino': '1', 'unisex femenino': '0', 'unisex masculino': '0'}",
dbd75647-3b74-4e04-8ea4-729ec9ac3fbe,https://www.fragrantica.es/perfume/Tiziana-Terenzi/White-Fire-16523.html,https://fimgs.net/mdimg/perfume-thumbs/375x500.16523.jpg,White Fire Tiziana Terenzi para Hombres y Mujeres,Tiziana Terenzi,3.86,1045,"['notas acuosas', 'hojas verdes']","['jazmn chino', 'helecho', 'mbar blanco']","['almizcle', 'sndalo', 'mbar']",[],{},{},"{'débil': '98', 'escasa': '97', 'duradera': '70', 'moderada': '210', 'muy duradera': '34'}","{'suave': '258', 'enorme': '95', 'pesada': '76', 'moderada': '210'}","{'buen precio': '13', 'precio moderado': '115', 'excelente precio': '6', 'ligeramente costoso': '87', 'extremadamente costoso': '90'}","{'unisex': '83', 'femenino': '206', 'masculino': '5', 'unisex femenino': '73', 'unisex masculino': '3'}","Tuve la misma experiencia que luis_elixir: esto no huele a nada de nada. En una tira de papel, ni se diga, como alcoholito diluido en agua (ni siquiera del de 96°). Creo que es algún tipo de ambroxan el que me produce ceguera olfativa, así que cuando los perfumes contienen ese tipo específico, en particular si tienen pocas notas, no percibo nada o casi nada. En el caso de White Fire fue nada. Una lástima. [REVIEW_BREAK] No sé si será mi piel, si se tratará de una unidad defectuosa, si tras haber entrado aire en la botella quizá se arreglará la cosa... el caso es que no es que sea sutil, es imperceptible. Cuatro aplicaciones en el brazo y ( literalmente ) percibo una tenue sensación de frescor, recién aplicada, no huele absolutamente a nada.  Soy seguidor de Terenzi, poseo 9 de sus creaciones y varias son auténticas joyas, pero estoy muy arrepentido de haberme hecho con White Fire, siento que han sido 200 euros tirados a la basura.  Con el producto desprecintado y usado no me sale ir a devolverla, así que me la comeré...  Espero que le sirva a futuros compradores, probadla bien, igual es mi piel pero... [REVIEW_BREAK] Por cierto, en el secado es MUY parecida a Omnia Crystalline de Bvlgari. [REVIEW_BREAK] Es un perfume fresco para primavera-verano. La salida podría ser igual que cualquier perfume fresco de diseñador. Sin embargo, te va sorprendiendo a medida que lo hueles ya que de repente sale una nota ""tímida"" de jazmín que te hace pensar: ""Ah, ahora me vas gustando"". Dale tiempo a que evolucione. Es salado, molecular casi, blanco y si lo hueles bien profundo, incluso te sale un olor a madera quemada (¿Podría la timidez del jazmín convertirse en animálica?), muy sutil, casi imperceptible que da honor a su nombre. Elegante. Mi error ha sido probarlo en muñeca justo después de haber probado uno de Francesca Bianchi en la otra. No lo hagáis. [REVIEW_BREAK] Es un perfume fresco para primavera-verano. La salida podría ser igual que cualquier perfume fresco de diseñador. Sin embargo, te va sorprendiendo a medida que lo hueles ya que de repente sale una nota ""tímida"" de jazmín que te hace pensar: ""Ah, ahora me vas gustando"". Dale tiempo a que evolucione. Es salado, molecular casi, blanco y si lo hueles bien profundo, incluso te sale un olor a madera quemada (¿Podría la timidez del jazmín convertirse en animálica?), muy sutil, casi imperceptible que da honor a su nombre. Elegante. Mi error ha sido probarlo en muñeca justo después de haber probado uno de Francesca Bianchi en la otra. No lo hagáis. [REVIEW_BREAK] No sé si será mi piel, si se tratará de una unidad defectuosa, si tras haber entrado aire en la botella quizá se arreglará la cosa... el caso es que no es que sea sutil, es imperceptible. Cuatro aplicaciones en el brazo y ( literalmente ) percibo una tenue sensación de frescor, recién aplicada, no huele absolutamente a nada.  Soy seguidor de Terenzi, poseo 9 de sus creaciones y varias son auténticas joyas, pero estoy muy arrepentido de haberme hecho con White Fire, siento que han sido 200 euros tirados a la basura.  Con el producto desprecintado y usado no me sale ir a devolverla, así que me la comeré...  Espero que le sirva a futuros compradores, probadla bien, igual es mi piel pero..."
1c5b10bc-0939-4911-a1e6-0e45904bee61,https://www.fragrantica.es/perfume/Natura/Due-34004.html,https://fimgs.net/mdimg/perfume-thumbs/375x500.34004.jpg,Due Natura para Hombres,Natura,4.51,79,"['pimienta', 'bergamota de sicilia', 'mandarina italiana']","['salvia', 'cardamomo guatemalteco', 'albahaca de israel', 'geranio']","['incienso', 'mbar', 'hojas de pachul de indonesia', 'almizcle']",[],{},{},"{'débil': '1', 'escasa': '1', 'duradera': '15', 'moderada': '16', 'muy duradera': '5'}","{'suave': '2', 'enorme': '10', 'pesada': '18', 'moderada': '16'}","{'buen precio': '9', 'precio moderado': '9', 'excelente precio': '5', 'ligeramente costoso': '1', 'extremadamente costoso': '1'}","{'unisex': '5', 'femenino': '0', 'masculino': '17', 'unisex femenino': '0', 'unisex masculino': '5'}",
464be134-01c1-46c3-81b6-1f4800cb60bc,https://www.fragrantica.es/perfume/Avon/Dolce-Aura-38602.html,https://fimgs.net/mdimg/perfume-thumbs/375x500.38602.jpg,Dolce Aura Avon para Mujeres,Avon,4.38,13,[],[],[],[],{},{},"{'débil': '0', 'escasa': '1', 'duradera': '2', 'moderada': '7', 'muy duradera': '0'}","{'suave': '1', 'enorme': '0', 'pesada': '0', 'moderada': '7'}","{'buen precio': '0', 'precio moderado': '1', 'excelente precio': '3', 'ligeramente costoso': '0', 'extremadamente costoso': '0'}","{'unisex': '0', 'femenino': '3', 'masculino': '0', 'unisex femenino': '1', 'unisex masculino': '0'}",
a1ced8ac-fd1e-4bd3-924b-9f25a8be98c3,https://www.fragrantica.es/perfume/Victoria-s-Secret/Enchanted-Apple-114744.html,https://fimgs.net/mdimg/perfume-thumbs/375x500.114744.jpg,Enchanted Apple Victoria's Secret para Mujeres,Victoria'S Secret,5.0,3,[],[],[],[],{},{},"{'débil': '0', 'escasa': '0', 'duradera': '0', 'moderada': '0', 'muy duradera': '1'}","{'suave': '0', 'enorme': '1', 'pesada': '0', 'moderada': '0'}","{'buen precio': '0', 'precio moderado': '0', 'excelente precio': '0', 'ligeramente costoso': '0', 'extremadamente costoso': '1'}","{'unisex': '0', 'femenino': '1', 'masculino': '0', 'unisex femenino': '0', 'unisex masculino': '0'}",
653e92e4-cdbd-4b9d-a53f-81bde55704fc,https://www.fragrantica.es/perfume/Kenzo/Kenzo-Jungle-Homme-Eau-de-Toilette-106518.html,https://fimgs.net/mdimg/perfume-thumbs/375x500.106518.jpg,Kenzo Jungle Homme Eau de Toilette Kenzo para Hombres,Kenzo,3.32,31,"['canela', 'lima limn verde', 'bergamota', 'limn lima cida']","['cardamomo', 'nuez moscada', 'mbar', 'yerba mate', 'clavel', 'pimienta']","['benju', 'madera de gaiac', 'sndalo', 'vetiver', 'cedro']",[],{},{},"{'débil': '0', 'escasa': '8', 'duradera': '5', 'moderada': '7', 'muy duradera': '1'}","{'suave': '8', 'enorme': '0', 'pesada': '4', 'moderada': '7'}","{'buen precio': '2', 'precio moderado': '1', 'excelente precio': '10', 'ligeramente costoso': '2', 'extremadamente costoso': '1'}","{'unisex': '2', 'femenino': '7', 'masculino': '7', 'unisex femenino': '0', 'unisex masculino': '5'}","Abre con un sándalo cremoso, a mi parecer parecido a Santal 33 (no igual pero si me lo evoca), este se mezcla con la salida cítrica del limón y a mi olfato tiene un toque animalico (x eso el Jungle) como de ""sudor"". Aroma netamente masculino. No llegue a probar la versión anterior por lo que no puedo compararllas. El aroma si es diferente a todo lo comercial y dulzón actual. Fragancia casual y x el precio que tiene actualmente interesante para salir de los canones actuales de la perfumeria MAR26."
1fc2c3bf-c88f-4d13-bd03-3e342c9cc8f9,https://www.fragrantica.es/perfume/Hermes/Eau-des-Merveilles-Bleue-42747.html,https://fimgs.net/mdimg/perfume-thumbs/375x500.42747.jpg,Eau des Merveilles Bleue Hermès para Mujeres,Hermès,3.95,2864,[],[],[],[],{},{},"{'débil': '145', 'escasa': '58', 'duradera': '267', 'moderada': '666', 'muy duradera': '68'}","{'suave': '256', 'enorme': '133', 'pesada': '216', 'moderada': '666'}","{'buen precio': '83', 'precio moderado': '417', 'excelente precio': '12', 'ligeramente costoso': '147', 'extremadamente costoso': '48'}","{'unisex': '608', 'femenino': '101', 'masculino': '30', 'unisex femenino': '147', 'unisex masculino': '84'}","Una fragancia transparente, marina, pero con cuerpo, ya que tiene un regusto amaderado, y algo mentolado muy leve. Totalmente unisex. El pachuli, como tal, no lo aprecio, así que debe estar muy bien ensamblado. Considero que es un perfume fresco, llevadero, limpio y original. Me lo elogian mucho por su frescura y su olor distinto a todo lo demás. [REVIEW_BREAK] Es un perfume que aunque no declara notas cítricas , huele a cítricos, con un ligero toque a maderas, está inclinado hacia el lado masculino aunque su uso está recomendado hacia las mujeres, su estela en la primera hora es bastante notorio pero al pasar la segunda hora se hace más personal. Y en la ropa suele desvanecerse por completo, es un buen perfume pero si necesita replicarse al menos cada tres horas. Definitivamente si evoca al mar, y si, huele a cítricos, sal y Mar, recomendable si te gustan estás notas , no es parecido a otros cítricos este tiene su propio ADN, y no es parecido a ningún otro. [REVIEW_BREAK] ¿A qué me huele este perfume?  Imagina una persona muy bien perfumada que se sumerge unos segundos en el mar y al salir el sol abrasador seca su piel en segundos. ¿A qué huele? Al fondo de ese perfume, ahora aguado, residual, que nos lo devuelve el sol al evaporar el agua del mar contra la piel. [REVIEW_BREAK] Es mi perfume de verano, aunque también lo uso en primavera y en otoño. La sal, lo acuático con un pinch de especias y maderas, lo hace irresistible. Como todas las fragancias de Hermes (que son mis preferidas para usar cotidianamente) no te arrebata con su aroma, ni tiene una estela demasiado embriagadora -al menos en mi piel- Llegue a esta fragancia después de muchas pruebas, por consejo de la vendedora, cuando yo quería algo más de nicho... Per me conquistó! Habitualmente hago layering, porque me aburro fácilmente, pero con esta fragancia NO, dejo que evolucione y me vaya sorprendiendo con sus notas a cítricos y a especias, que van apareciendo a lo largo del día. La recomiendo para estar en un lugar soleado, alguna salida con amigas, también para trabajar (en especial en esos días en los que se necesita un toque de optimismo) [REVIEW_BREAK] Es mi perfume de cabecera. Puedo variar en otros (sigo a la búsqueda del cítrico definitivo) pero este siempre permanece. Es verdad que es caro y que no tiene mucha estela ni proyección (una hora máximo). Pero en distancias cortas (y yo creo que este perfume está hecho para eso) aguanta más de 10 horas. A la hora huele a flor de piel, pero ¡cómo huele! Aunque es caro, si cazas alguna oferta vale mucho la pena si no te gustan los perfumes invasivos. No recomiendo sobre aplicar porque creo que la esencia del perfume es que solo huela en tu piel. Yo sí lo veo totalmente unisex, aunque tengo la sensación de que es un perfume que varía mucho con el ph de la piel. En la mía huele a limpio con un toque mínimo de menta, pero para mí es el olor a limpio definitivo. [REVIEW_BREAK] Es una fragancia 100% unisex y la balanza se inclina un poco hacia el lado masculino, a pesar de que se venda como fragancia para mujeres. Posee el balance perfecto entre notas marinas, aromáticas y amaderadas; es ideal para días calurosos. No es invasiva, ni hostigante. Me recuerda mucho a una de las de la colección ""Jardins"" de esta misma casa. Una compra que no me ha decepcionado. [REVIEW_BREAK] Huele a madera envejecida por el salitre y el sol. A verano en un paisaje silvestre con algo de vegetación; a las Landas por ejemplo. Es un perfume con ecos marinos muy secos, deshidratados por los rayos de sol. Salitre rico y bello oxidado y evaporado con un empaque sofisticado y elegante. La base ligeramente anaranjada de las maravillas de Hermès queda sutil y se entremezcla con ese aura marino tan natural. Resulta un perfume fresco que apetece cuando llega el calor y funciona tanto para aportar oxígeno como para una presencia naturalmente elegante. Verano de salitre seco marino boscoso precioso. [REVIEW_BREAK] Que maravilla de fragancia, ""maravilla"" literal! Les cuento un poco mi historia con esta fragancia. La conocí porque me regalaron un secante con esta fragancia y honestamente la ignore un poco. Pasaron los días y me encontré el secante, lo olí y me encantó, era ya casi un aroma residual pero bien presente aun en el papel, notas de fondo. Me gusto tanto que la compre en tienda en linea, y poco antes de recibirla volví a ir a la tienda física y la probé nuevamente en papel... me quede algo desconcertado... su inicio me remitió a limpiador de pisos (aunque refinado) me trae este recuerdo a químico para limpieza, me desanime un poco. Cuando me llego la probé en piel y WOOOW que belleza. Nada que ver el aroma inicial del papel con el de mi piel. Su performance no es el mejor pero si sobre aplicas creo que se puede generar una estela pequeña pero bien presente y con una longevidad moderada. Leo varias reseñas donde mencionan que es complicada o difícil de entenderla... me parece extraño pues yo la percibo como una fragancia super ligera, limpia, trasparente y algo evocadora.  También he de admitir que soy de fragancias frescas-cítricas-acuáticas, por mucho que me he esforzado en que me gusten fragancias dulces no puedo...mi alma pertenece a los cítricos frescos verdes y poco mas. Me gustaría aclarar lo que es esta fragancia. Es totalmente una fragancia marina-fresca. No es un aroma oceánico, no huele a algas ni cosas raras, huele casi literal a una mezcla entre brisa marina y agua de mar, nada pesada, tiene una textura entre agua salada y vagamente mineral-efervescente, pero yo creo que esta idea de brisa marina fresca y agua salada esta super bien lograda y es que es eso y nada mas. No hay notas dulces, ni sintéticas raras, ni verdes. Es un agua salada/efervescente super refrescante y ligera de llevar sobre todo en días calurosos. Es tan literal mi descripción que incluso no tiene sexo, no tiene esa vibra de ""olor femenino/masculino"" totalmente neutra y cristalina que yo diría que es para cualquier edad y persona que guste de aromas marinos. Permítanme decir una tontería, pero para mi esto es un poco como la versión nicho de Acqua di Gio*, subiendo la calidad en materias primas y agregando el sello de Hermes. Bravo por Christine Nagel!  *No se parece a ADG pero si va por un camino similarMuestra más [REVIEW_BREAK] Estoy de acuerdo en lo que dice el usuario Espartaco de que la naranja aquí está aguada. Evoca un Mediterráneo piscinero y plasticoso, pero a mí me encanta esta atmósfera sintética vaporwave. Esa calidez extraña y vaporosa de cloro de piscina. A mí los acuáticos del agua de las maravillas azul me hacen pensar en sed. En una sed tan intensa que el agua de una botella de plástico recalentada sabe a gloria. También me lleva a un edificio de la Expo de Zaragoza, el ""pabellón de la sed"", decorado con una especie de gotas de condensación, esas gotas que quedan cuando la botella está vacía y la inclinas todavía más, anhelando que se unan entre sí y su peso las haga caer en tu boca. También me hace pensar en medusas de bolsa de plástico, en esa escena del final de American Beauty pero tomando vida invertebrada. Un banco de cnidarios cayendo por cascadas y saltos de agua Mondariz. [REVIEW_BREAK] Solamente la he testado en tienda y me encanta. Nadie más le siento algo de anís? Me la compraré cuando lleguen los calores. Es una gozada..."
23563534-c2f9-40e8-839f-1a498e693101,https://www.fragrantica.es/perfume/Afnan/Highness-IV-78113.html,https://fimgs.net/mdimg/perfume-thumbs/375x500.78113.jpg,Highness IV Afnan para Mujeres,Afnan,3.94,18,"['rosa', 'azafrn', 'bergamota']","['madera de oud', 'sndalo', 'pachul']","['almizcle', 'mbar', 'vainilla']",[],{},{},"{'débil': '0', 'escasa': '3', 'duradera': '4', 'moderada': '4', 'muy duradera': '5'}","{'suave': '0', 'enorme': '3', 'pesada': '7', 'moderada': '4'}","{'buen precio': '3', 'precio moderado': '5', 'excelente precio': '3', 'ligeramente costoso': '2', 'extremadamente costoso': '0'}","{'unisex': '4', 'femenino': '11', 'masculino': '1', 'unisex femenino': '0', 'unisex masculino': '0'}",
2faa3a7a-280c-47dd-8fa5-86747455b196,https://www.fragrantica.es/perfume/Givenchy/Organza-Indecence-560.html,https://fimgs.net/mdimg/perfume-thumbs/375x500.560.jpg,Organza Indécence Givenchy para Mujeres,Givenchy,4.41,2475,"['palo de rosa de brasil', 'pachul']","['canela de ceylan', 'ciruela']","['vainilla', 'mbar', 'almizcle']",[],{},{},"{'débil': '30', 'escasa': '28', 'duradera': '268', 'moderada': '197', 'muy duradera': '178'}","{'suave': '65', 'enorme': '152', 'pesada': '339', 'moderada': '197'}","{'buen precio': '26', 'precio moderado': '105', 'excelente precio': '10', 'ligeramente costoso': '35', 'extremadamente costoso': '25'}","{'unisex': '34', 'femenino': '165', 'masculino': '3', 'unisex femenino': '48', 'unisex masculino': '1'}","Una fragancia bonita, muy acogedora y perfecta para cuando te sientes algo triste y necesitas un abrazo. La primera pulverización me aporta un ligero toque cítrico, seguido de una delicada nota de vainilla combinada con una sublime canela y anís. Una fragancia sencilla y bien estructurada que huele casi a Navidad.  Clara y redonda. Finalmente, las maderas persisten, dándole al conjunto un acabado suave y polvoriento, pero muy sofisticado. Típicamente francesa , duradera y reconocible al instante, definitivamente no la considero una fragancia común y corriente. Es perfecta para prácticamente cualquier ocasión.  Es ideal tanto para el tiempo libre como para la oficina, tan agradable para vestirla en solitario como para una salida nocturna En fin: Organza Indence es sin duda un aroma de invierno para mí.  Con cuerpo, lo suficientemente dulce como para no resultar empalagosa, con una buena dosis de canela y ámbar cálido y oscuro. Simplemente te hace sentir bien: pero el efecto general es increíblemente elegante. (Cortesía de Whisper_of_love ) [REVIEW_BREAK] He podido probar este perfume gracias a la amabilidad de la bellísima @Whisper_of_love y sólo puedo decir que es una gran pena que fuese descatalogado. Es una fragancia extremadamente cálida, embriagadora, sensual, un ámbar con una nota de de canela y una ciruela almibarada realmente delicioso. Al inicio de su desarrollo la vainilla está bastante protagonista también, sin llegar a convertir el perfume en algo realmente dulce. En su secado es el ámbar el que va tomando más y más protagonismo. Diría, como otros reseñadores, que nunca he olido un perfume con una nota de canela mejor conseguida. Tiene una estela moderada y en mi piel su duración es de más de 12 horas. Pena que sea un perfume desaparecido, si no lo fuera a buen seguro me haría con una botella para ocasiones nocturnas en estaciones frías. Olor 9,5/10 Duración 1010 Estela 7/10 Calidad/precio -/10 Versatilidad 7/10 Packaging 8/10 ¿Volvería a comprar? No lo compré [REVIEW_BREAK] El mejor perfume con canela que he probado hasta ahora, qué canela tan divina, siento la estela de madera a mi alrededor. Es tan acogedor para mí, supera al original, el cual también tengo y adoro. No es gourmand, no vayan con esa idea, es madera y ambar, no le siento la ciruela y el almizcle es discreto en mí. [REVIEW_BREAK] Llevo en una muñeca este perfume y en otra L de Lolita Lempicka (quería ""compararlas"" ya que comparten algunas notas). Sinceramente, y al menos en mi piel, sí se parecen, aunque OI la noto una vainilla como más cremosa, suave y en L de LL se percibe ese toque más cítrico de sus notas de salida y en sí en conjunto sus notas son más intensas que las de OI. Me encanta cómo huele en su fase final, esa mezcla de canela y vainilla que deja en la piel, se siente cálida, íntima. La botella, aunque conseguí una miniatura, es preciosa. Diría que es un perfume más orientado al invierno. Otra preciosidad de perfume que descatalogaron. [REVIEW_BREAK] A quien se le ocurrió comparar esta obra maestra con Kenzo elephant ? [REVIEW_BREAK] El perfume que mejor le queda a las mujeres… para mi gusto, claro. Corría el año 2000 y a mi madre le regalaron en el trabajo un impresionante, por lo grande y bonito, estuche de este Organza Indecence. Mi madre, y mi hermana, es/son de perfumes frescos, así que me dijo que si lo quería para regalárselo a mi novia de entonces. Pues claro que sí, le dije. Con un regalo tan bien presentado, iba a quedar de maravilla ante ella. Cuando se lo entregué a mi novia, ella lo abrió, lo pulverizó y yo me quedé hipnotizado por el olor. Ese estuche, además del perfume, traía un colgante dorado con el logo de la marca grabado en el exterior y con perfume sólido en su interior, así como una leche corporal con purpurina, muy de moda en aquellos años entre las mujeres eso del maquillaje con purpurina. Lo recordaréis las que tuvisteis la suerte de tener ese estuche. Absolutamente embriagador, un perfume cálido y especiado, en el que la canela está trabajada de forma magistral, como en pocos perfumes, porque se asoma en todo momento en la composición, de principio a fin, y que es acompañada por un leve y precioso pachulí al principio, una nota frutal carnosa que no pongo en claro en la fase media y una vainilla ambarada deliciosa en su final. Aunque dista mucho de ser un perfume gourmand, me dan ganas de “comerme” a quien lo lleva puesto. Este perfume tiene un gran significado para mí, porque en realidad es mi perfume, aunque lo hayan llevado siempre mis parejas. Todavía tengo ese mismo bote que regalé en el año 2000, a instancias de mi madre, y que ahora usa mi actual mujer, pero sólo en ocasiones muy especiales y a petición mía, ese es nuestro trato. Buena duración, unas 8 h., buena proyección, sobre todo durante las dos primeras horas, luego baja a piel, dejando tras de sí una estela muy elegante y seductora al mismo tiempo. Perfume para épocas más bien frías, para vestir elegante, para destacar o para seducir de noche. Una pena que lo descontinuaran hace muchos años. Aunque difícil de encontrar, todavía lo hay en alguna web de vintages, eso sí, a un precio alto o muy alto.Muestra más [REVIEW_BREAK] Mi perfume bandera por muchos años ! cuando desapareció lo suplí con Dior Addict... pero Organza era INDECENTE ! era chuleria ...era "" estoy aqui, mirame "" era : YO PUEDO CON TODO...... era una pisonadora ... recuerdo que indundaba toda la discoteca donde estaba y mis amigos me reconocian a lo lejos ! quedaba impregnada en la ropa por dias... GUERLAIN ! REGRESALA !!!!!  Fue una cruel matanza acabar con esta diosa ! [REVIEW_BREAK] Conseguí mi último frasco hace ya 5 años y lo estoy dosificando como si fuera oro ya que no se consigue más. LA AMO. [REVIEW_BREAK] Concuerdo que indecence es una fragancia embriagadora e hipnótica,una nota de ciruela caramelizada y avainillada un tanto acre con un tono meloso,la canela brinda su lado maderable y seco El patchuli está muy bien trabajado Para mí una fragancia muy original,me recuerda mucho a Dior addict en el matiz avainillado. Para mí es una fragancia con la nota de canela más bien lograda entre muchas. [REVIEW_BREAK] Este perfume es hermoso, huele a mujer fuerte sensual y segura, muy diferente a original, y en mi opinión, mejor. Es un 10/10. Lo busco con pasión pero es imposible encontrarlo en mi país"
ed94ef5c-668b-4b8f-a1e3-79e3ea25684b,https://www.fragrantica.es/perfume/Natura/Recria-31804.html,https://fimgs.net/mdimg/perfume-thumbs/375x500.31804.jpg,Recria Natura para Hombres,Natura,4.1,125,"['bergamota', 'jengibre', 'toronja pomelo']","['lavanda', 'notas florales', 'notas amaderadas']","['almizcle', 'cedro', 'madera de sndalo']",[],{},{},"{'débil': '16', 'escasa': '4', 'duradera': '14', 'moderada': '57', 'muy duradera': '3'}","{'suave': '16', 'enorme': '4', 'pesada': '12', 'moderada': '57'}","{'buen precio': '29', 'precio moderado': '10', 'excelente precio': '13', 'ligeramente costoso': '0', 'extremadamente costoso': '0'}","{'unisex': '5', 'femenino': '2', 'masculino': '31', 'unisex femenino': '0', 'unisex masculino': '21'}","Natura es el Carlos Sainz Jr. o el Matías Fernández (fútbol) de la perfumería de gama media-baja. Tiene todo para brillar, pero siempre descontinúa sus mejores fragancias o saca otras que no tienen ningún sentido. Esta serie entra en su primer grupo junto con la serie Amó. Es brillante encantador y bastante fresco, proyecta bien durante 2 horas. Se siente la pegada del jengibre y las notas amaderadas muy bien, es chispeante y en el fondo deja ese olor tan codiciado a ""puntita de lápiz después de usar el sacapuntas"" qué trae el cedro y el Akigalawood. [REVIEW_BREAK] Perfume con olor a perfume. Si bien no molesta tampoco gusta, es refrescante aunque tiene esa típica lavanda medio agria que detesto, pretende ser limpia pero por la calidad está más cerca de un limpiapisos que de un gel de ducha. Fue un regalo, yo no me la hubiese comprado, no es de las que hay que ir a buscar de Natura para nada, hasta por el precio los hay mejores. El rendimiento es acorde, aunque el cítrico proyecta bastante. 5/10. [REVIEW_BREAK] Lo voy a dejar solo para ir a entrenar o para oler a algo mientras estoy de entre-casa. Muy simple, baja estela y duración. [REVIEW_BREAK] Urbano Recreia de Natura. Fragancia cítrica con algo de jengibre. Fácil de llevar. Con poca salida y notas medias efímeras. Es una fragancia casual, genérica, para días de verano, o para cuando se sale de la ducha o del gimnasio. Correcta, sin más. No es una fragancia que me desesperaría por volver a tener. Calificación: 5/10 [REVIEW_BREAK] Espectacular fragancia, soy coleccionista ya con más de 300, esta está al nivel de algunas que valen mucho más, primavera verano, muchos cumplidos, 100% recomendable [REVIEW_BREAK] Huele a salpicón de frutas, muy rica y poco complicada 20 dólares por ser Natura, otra casa te la vende con un nombre rimbombante en francés por 150. [REVIEW_BREAK] De verdad no tengo ni idea por qué la critican tanto, puede ser un capricho mío pero es casi mi perfume favorito de Natura jajaja, tiene una practicidad increíble, te sientes limpio usándola, es como brisa, frescura, me tranquiliza olerla jajaja, la compraría una y mil veces [REVIEW_BREAK] Un fragancias con las tres ""B"" Buena, Bonita y Barata, en lo personal es un aroma cítrico artificial obviamente por su precio, pero no de una mala calidad, para el día a día en temporada de calor va bien, en el gimnasio la use y me gustó el aroma que podía desprender. No es una bestia pero por el precio no se le puede exigir más. [REVIEW_BREAK] Cítrico, y para el día a día. Es casi un clon del Avon 300 Km/h Supersonic en casi la mayoría de su desempeño, que de por sí es lineal y sintético.  Cumple su propósito, pero mí caso al ser una compra a ciegas admito que me desilusionó, ya que tengo el Supersonic y me costó 3 veces menos, y es muy pero muy símil aroma, como también lo es su proyección y duración (que en este es menos potente). Me desilusionó ya que natura hace perfumes de muy buena calidad. En este caso no se percibe así, más bien tiene un aire genérico, muy distinto a la calidad que nos tiene acostumbrado Natura. Escenarios de uso: Deportes (como casi toda la línea 300 Km de Avon) [REVIEW_BREAK] Salida citrica frutal, no con cítricos chispeantes. En las notas medias dice que hay notas florales y realmente siento una rosa fresca para nada femenina, fondo de cedro muy notables, la vibra limpia se da en toda la proyección de notas con el almizcle. Buen perfume para el diario."
a81a5334-38a3-4ede-a767-6b9e73f88ad7,https://www.fragrantica.es/perfume/Rasasi/Wave-106990.html,https://fimgs.net/mdimg/perfume-thumbs/375x500.106990.jpg,Wave Rasasi para Mujeres,Rasasi,0.0,0,"['lirio de los valles muguete', 'ciclamen violeta persa', 'jazmn', 'rosa']","['haba tonka', 'almizcle']","['sndalo', 'cedro']",[],{},{},"{'débil': '0', 'escasa': '0', 'duradera': '0', 'moderada': '0', 'muy duradera': '0'}","{'suave': '0', 'enorme': '0', 'pesada': '0', 'moderada': '0'}","{'buen precio': '0', 'precio moderado': '0', 'excelente precio': '0', 'ligeramente costoso': '0', 'extremadamente costoso': '0'}","{'unisex': '0', 'femenino': '0', 'masculino': '0', 'unisex femenino': '0', 'unisex masculino': '0'}",
db7e2d6a-d36b-4d54-8bc0-8e620ab31fc4,https://www.fragrantica.es/perfume/Victoria-s-Secret/Charming-Rose-115111.html,https://fimgs.net/mdimg/perfume-thumbs/375x500.115111.jpg,Charming Rose Victoria's Secret para Mujeres,Victoria'S Secret,4.31,16,"['fresa', 'mermelada de fresa']","['rosa', 'fresia']",[],[],{},{},"{'débil': '1', 'escasa': '0', 'duradera': '1', 'moderada': '2', 'muy duradera': '0'}","{'suave': '0', 'enorme': '0', 'pesada': '1', 'moderada': '2'}","{'buen precio': '1', 'precio moderado': '0', 'excelente precio': '1', 'ligeramente costoso': '0', 'extremadamente costoso': '0'}","{'unisex': '0', 'femenino': '3', 'masculino': '0', 'unisex femenino': '0', 'unisex masculino': '0'}","Tengo la fortuna de tener este body mist! Y wow!! Es una bellezaaaaaaa.. super rico, fresco , y muy femenino . El aroma a fresa con rosa es muy cautivante se siente una nota de champagne aunque no esté declarada se puede sentir un poco.. me encanta! Lastima que este body solo sea de temporada y después los descontinuan."
