url|name|designer|declared_gender|rating_value|rating_count|accords_raw|top_notes|heart_notes|base_notes|vibe_reactions_json|longevity_json|sillage_json|seasons_json|time_of_day_json|price_value_json|gender_clinal_json
https://www.fragrantica.com/perfume/Creed/Aventus-9828.html|Aventus Creed for men|Creed|men|4.32|27,525|fruity, sweet, woody, leather, citrus, smoky, musky, fresh, tropical, mossy|Bergamot, Black Currant, Apple, Lemon, Pink Pepper|Pineapple, Patchouli, Moroccan Jasmine|Birch, Musk, oak moss, Cedarwood, Ambroxan|||||||
https://www.fragrantica.com/perfume/Dior/Sauvage-31861.html|Sauvage Dior for men|Dior|men|3.85|33,225|amber, citrus, aromatic, musky, woody|Calabrian bergamot, Pepper|Sichuan Pepper, Lavender, Pink Pepper, Vetiver, Patchouli, Geranium, elemi|Ambroxan, Cedar, Labdanum|||||||
