url|name_raw|designer_raw|global_rating|global_rating_count|accords_query_string|perfumers_raw|top_notes_raw|heart_notes_raw|base_notes_raw|vibe_reactions_raw_dist|seasons_raw_dist|time_of_day_raw_dist|longevity_raw_dist|sillage_raw_dist|price_value_raw_dist|gender_voted_raw_dist|reviews_text_corpus
https://www.fragrantica.com/perfume/Creed/Aventus-9828.html|Aventus Creed for men|Creed|4.32|27,577|/accords-search/|Perfumers, Erwin Creed, Jean-Christophe Hérault|Bergamot, Black Currant, Apple, Lemon, Pink Pepper|Pineapple, Patchouli, Moroccan Jasmine|Birch, Musk, oak moss, Cedarwood, Ambroxan|"{""love"": ""16.2k"", ""like"": ""6.9k"", ""ok"": ""2k"", ""dislike"": ""1.8k"", ""hate"": ""605""}"|"{""winter"": ""5.8k"", ""spring"": ""12.7k"", ""summer"": ""13.1k"", ""fall"": ""9.7k"", ""day"": ""13k"", ""night"": ""8.9k""}"|"{""winter"": ""5.8k"", ""spring"": ""12.7k"", ""summer"": ""13.1k"", ""fall"": ""9.7k"", ""day"": ""13k"", ""night"": ""8.9k""}"|||||
https://www.fragrantica.com/perfume/Dior/Sauvage-31861.html|Sauvage Dior for men|Dior|3.85|33,255|/accords-search/|Perfumers, François Demachy|Calabrian bergamot, Pepper|Sichuan Pepper, Lavender, Pink Pepper, Vetiver, Patchouli, Geranium, elemi|Ambroxan, Cedar, Labdanum|"{""love"": ""12.9k"", ""like"": ""10.7k"", ""ok"": ""3.4k"", ""dislike"": ""4.5k"", ""hate"": ""1.8k""}"|"{""winter"": ""10k"", ""spring"": ""14.8k"", ""summer"": ""13.7k"", ""fall"": ""13.7k"", ""day"": ""14.6k"", ""night"": ""13.3k""}"|"{""winter"": ""10k"", ""spring"": ""14.8k"", ""summer"": ""13.7k"", ""fall"": ""13.7k"", ""day"": ""14.6k"", ""night"": ""13.3k""}"|||||
